code,name,date
275630,에스에스알,2018-08-06
419530,SAMG엔터,2022-12-06
031330,에스에이엠티,2000-05-23
351320,에스에이티이엔지,2020-06-22
060540,에스에이티,2006-11-28
056190,에스에프에이,2001-12-18
036540,SFA반도체,2001-05-02
080000,에스엔유,2005-01-25
091340,S&K폴리텍,2007-07-30
005850,에스엘,1988-11-08
214310,에스엘에너지,2015-06-25
246250,에스엘에스바이오,2023-10-20
258540,에스엘테라퓨틱스,2016-11-29
063440,SM Life Design,2002-05-30
010580,에스엠벡셀,1994-12-27
299670,에스엠비나,2018-06-25
041510,에스엠,2000-04-27
048550,SM C&C,2001-01-18
007820,에스엠코어,2011-11-08
109610,에스와이,2015-12-29
365330,에스와이스틸텍,2023-11-13
012750,에스원,1996-01-30
031860,에스유홀딩스,1997-01-07
306040,에스제이그룹,2019-11-18
217910,에스제이켐,2018-04-27
004060,SG세계물산,1976-04-19
016250,SGC이테크건설,1999-12-28
049470,SGA,2001-10-11
184230,SGA솔루션즈,2013-12-20
040610,SG&G,2000-04-27
255220,SG,2018-01-26
006125,SK디스커버리우,1989-11-24
006120,SK디스커버리,1976-06-29
068400,SK렌터카,2012-07-27
302440,SK바이오사이언스,2021-03-18
326030,SK바이오팜,2020-07-02
224020,에스케이씨에스,2016-07-25
457940,에스케이증권제10호스팩,2023-08-11
435870,에스케이증권제8호스팩,2022-10-06
455910,에스케이증권제9호스팩,2023-07-21
000660,SK하이닉스,1996-12-26
096630,에스코넥,2007-12-26
069510,에스텍,2003-11-14
041910,에스텍파마,2004-02-06
234300,에스트래픽,2017-12-05
039440,에스티아이,2002-02-28
098660,에스티오,2009-04-17
052020,에스티큐브,2001-07-05
237690,에스티팜,2016-06-23
050760,에스폴리텍,2002-05-16
288620,에스퓨얼셀,2018-10-15
317830,에스피시스템스,2019-08-14
058610,에스피지,2002-07-23
043340,에쎈테크,2000-08-29
023960,에쓰씨엔지니어링,1997-06-23
298690,에어부산,2018-12-27
187660,에이디엠코리아,2021-06-03
054630,에이디칩스,2001-11-13
200710,에이디테크놀로지,2014-12-16
096690,에이루트,2010-12-01
078520,에이블씨엔씨,2011-09-07
298380,에이비엘바이오,2018-12-19
203400,에이비온,2021-09-08
195990,에이비프로바이오,2015-04-13
003800,에이스침대,1996-05-03
088800,에이스테크,2006-03-27
241840,에이스토리,2019-07-19
311960,에이아이더뉴트리진,2022-11-29
453860,에이에스텍,2023-11-28
312610,에이에프더블류,2019-07-01
015260,에이엔피,1988-01-18
172670,에이엘티,2023-07-27
234070,에이원알폼,2015-12-21
140910,에이리츠,2011-07-14
445090,에이직랜드,2023-11-13
039570,HDC랩스,2015-09-24
089470,HDC현대EP,2006-09-25
009540,HD한국조선해양,1999-08-24
267270,HD현대건설기계,2017-05-10
267250,HD현대,2017-05-10
322000,HD현대에너지솔루션,2019-11-19
042670,HD현대인프라코어,2001-02-02
267260,HD현대일렉트릭,2017-05-10
329180,HD현대중공업,2021-09-17
297890,HB솔루션,2020-06-22
078150,HB테크놀러지,2004-12-08
072990,에이치시티,2016-10-17
036640,HRS,2000-05-30
227100,에이치앤비디자인,2018-11-15
082740,HSD엔진,2011-01-04
044990,에이치엔에스하이텍,2015-12-10
028300,HLB,1996-07-27
003580,HLB글로벌,1990-03-23
278650,HLB바이오스텝,2019-11-27
343090,HLB사이언스,2020-04-24
067630,HLB생명과학,2008-11-25
047920,HLB제약,2015-12-21
115450,HLB테라퓨틱스,2010-03-26
046210,HLB파나진,2000-08-16
239610,에이치엘사이언스,2016-10-28
462020,에이치엠씨제6호스팩,2023-10-13
011200,HMM,1995-10-05
148930,에이치와이티씨,2022-08-09
044780,에이치케이,2000-09-07
195940,HK이노엔,2021-08-09
403870,HPSP,2022-07-15
357230,에이치피오,2021-05-14
355690,에이텀,2023-12-01
071670,에이테크솔루션,2009-04-17
045660,에이텍,2001-05-24
224110,에이텍모빌리티,2015-08-25
021080,에이티넘인베스트,1991-07-12
089530,에이티세미콘,2011-11-11
200470,에이팩트,2014-12-26
207490,에이펙스인텍,2018-11-28
262260,에이프로,2020-07-16
003060,에이프로젠바이오로직스,1984-10-19
007460,에이프로젠,1995-07-08
109960,에이프로젠 H&G,2009-11-13
397030,에이프릴바이오,2022-07-28
244920,에이플러스에셋,2020-11-20
265520,AP시스템,2017-04-07
054620,APS,2001-12-04
211270,AP위성,2016-03-04
089970,에이피티씨,2018-08-23
230240,에치에프알,2015-12-16
230360,에코마케팅,2016-08-08
038870,에코바이오,2001-05-29
097780,에코볼트,2008-01-23
448280,에코아이,2023-11-21
101360,에코앤드림,2020-07-30
128540,에코캡,2018-12-05
086520,에코프로,2007-07-20
450080,에코프로머티,2023-11-17
247540,에코프로비엠,2019-03-05
383310,에코프로에이치엔,2021-05-28
038110,에코플라스틱,2000-03-23
073540,에프알텍,2007-05-18
064850,에프앤가이드,2020-12-17
214270,FSN,2015-03-25
036810,에프에스티,2000-01-18
173940,에프엔씨엔터,2014-12-04
083500,에프엔에스테크,2017-02-27
446440,에피바이오텍,2023-07-31
054940,엑사이엔씨,2001-12-13
043090,엑서지21,2001-10-11
950130,엑세스바이오,2013-05-30
205100,엑셈,2014-11-07
356680,엑스게이트,2023-03-16
070300,엑스큐어,2010-06-09
317770,엑스페릭스,2019-08-01
092870,엑시콘,2015-10-22
317870,엔바이오니아,2019-10-24
067570,엔브이에이치코리아,2013-12-03
236810,엔비티,2021-01-21
140610,엔솔바이오사이언스,2018-09-10
333620,엔시스,2021-04-01
101400,엔시트론,2009-03-31
036570,엔씨소프트,2003-05-22
238170,엔에스엠,2019-12-26
224760,엔에스컴퍼니,2015-07-31
380440,엔에이치스팩19호,2021-05-21
391060,엔에이치스팩20호,2021-10-05
422040,엔에이치스팩23호,2022-06-28
437780,엔에이치스팩24호,2022-10-20
438580,엔에이치스팩25호,2022-11-03
439410,엔에이치스팩26호,2022-12-01
440820,엔에이치스팩27호,2022-12-16
451700,엔에이치스팩29호,2023-06-23
466910,엔에이치스팩30호,2023-12-01
104200,NHN벅스,2009-10-06
060250,NHN KCP,2002-01-08
400760,NH올원리츠,2021-11-18
005945,NH투자증권우,1988-09-13
005940,NH투자증권,1975-09-30
265740,엔에프씨,2020-12-02
053290,NE능률,2002-12-10
354200,엔젠바이오,2020-12-10
419080,엔젯,2022-11-18
093510,엔지브이아이,2019-09-30
208860,엔지스테크널러지,2016-07-28
183490,엔지켐생명과학,2018-02-21
085310,엔케이,2008-01-24
182400,엔케이맥스,2015-10-23
348370,엔켐,2021-11-01
058450,엔터파트너즈,2002-01-17
069410,엔텔스,2007-06-20
227950,엔투텍,2015-11-18
291230,엔피,2018-09-13
198080,엔피디,2020-03-16
048830,엔피케이,2000-10-12
096870,엘디티,2008-05-02
276240,엘리비젼,2018-07-05
900140,엘브이엠씨홀딩스,2010-11-30
376190,LB루셈,2021-06-11
061970,LB세미콘,2011-01-31
309960,LB인베스트먼트,2023-03-29
290650,엘앤씨바이오,2018-11-01
066970,엘앤에프,2003-01-02
156100,엘앤케이바이오,2016-11-30
060370,LS마린솔루션,2002-02-15
417200,LS머트리얼즈,2023-12-12
229640,LS전선아시아,2016-09-22
311060,엘에이티,2018-12-28
108675,LX하우시스우,2009-04-20
108670,LX하우시스,2009-04-20
38380K,LX홀딩스1우,2021-05-27
383800,LX홀딩스,2021-05-27
073110,엘엠에스,2007-10-12
083310,엘오티베큠,2005-10-05
037560,LG헬로비전,2012-11-09
037950,엘컴텍,2000-08-24
170920,엘티씨,2013-10-08
058630,엠게임,2008-12-19
058970,엠로,2021-08-13
019590,엠벤처투자,1989-03-14
097520,엠씨넥스,2021-07-06
373170,엠아이큐브솔루션,2023-08-04
179290,엠아이텍,2018-11-29
009780,엠에스씨,1993-10-12
123040,엠에스오토텍,2010-08-06
323230,엠에프엠코리아,2019-06-19
032790,엠젠솔루션,1997-06-26
033160,엠케이전자,1997-11-10
347890,엠투아이,2020-07-29
033310,엠투엔,1997-11-10
259630,엠플러스,2017-09-20
115960,연우,2015-11-02
060850,영림원소프트랩,2020-08-12
014440,영보화학,1997-08-27
143540,영우디에스피,2014-10-29
111770,영원무역,2009-07-30
009970,영원무역홀딩스,1988-11-07
003520,영진약품,1973-06-25
000670,영풍,1976-06-12
036560,영풍정밀,1999-12-28
006740,영풍제지,1996-07-03
012280,영화금속,1990-01-25
265560,영화테크,2017-10-26
012160,영흥,2010-01-25
036000,예림당,1999-11-30
250930,예선테크,2016-09-29
053280,예스24,2008-05-07
015360,예스코홀딩스,1996-12-24
122640,예스티,2015-12-16
900300,오가닉티코스메틱,2016-11-04
045060,오공,2000-08-10
080520,오디텍,2007-10-08
007310,오뚜기,1994-08-12
039830,오로라,2001-01-03
322310,오로스테크놀로지,2021-02-24
046120,오르비텍,2010-06-15
014940,오리엔탈정공,2001-12-26
002630,오리엔트바이오,1976-12-28
065500,오리엔트정공,2002-09-19
271560,오리온,2017-07-07
001800,오리온홀딩스,1975-06-27
010470,오리콤,2000-10-24
417860,오브젠,2023-01-30
352910,오비고,2021-07-13
053980,오상자이엘,2002-04-09
052420,오성첨단소재,2001-08-07
241790,오션브릿지,2016-12-01
039200,오스코텍,2007-01-17
031510,오스템,1997-02-12
010060,OCI홀딩스,1985-07-09
368970,오에스피,2022-10-14
138080,오이솔루션,2014-02-27
080580,오킨스전자,2014-12-24
067170,오텍,2003-11-14
353590,오토앤,2022-01-20
173130,오파스넷,2018-08-24
049480,오픈베이스,2001-01-09
394280,오픈엣지테크놀로지,2022-09-26
309930,오하임앤컴퍼니,2018-12-20
244460,올리패스,2019-09-20
226950,올릭스,2018-07-18
057540,옴니시스템,2007-09-19
131030,옵투스제약,2010-12-03
082210,옵트론텍,2005-06-24
109080,옵티시스,2011-07-12
380540,옵티코어,2022-12-29
153710,옵티팜,2018-10-26
051390,YW,2001-11-15
321820,와이더플래닛,2021-02-03
432430,와이랩,2023-07-20
338840,와이바이오로직스,2023-12-05
057030,YBM넷,2004-06-08
122990,와이솔,2010-09-10
112290,와이씨켐,2022-07-14
232140,와이아이케이,2015-12-24
065530,와이어블,2002-06-04
067900,와이엔텍,2005-12-23
007530,와이엠,1994-08-05
155650,와이엠씨,2012-11-15
273640,와이엠텍,2021-09-10
251370,와이엠티,2017-04-27
066430,와이오엠,2002-12-24
193250,와이제이엠게임즈,2014-12-29
273060,와이즈버즈,2017-08-07
019210,와이지-원,1997-08-06
122870,와이지엔터테인먼트,2011-11-23
037270,YG PLUS,2003-08-01
011690,와이투솔루션,1995-12-21
040300,YTN,2001-09-04
332570,와이팜,2020-07-31
079000,와토스코리아,2005-11-15
316140,우리금융지주,2019-02-13
032820,우리기술,2000-06-22
041190,우리기술투자,2000-06-09
115440,우리넷,2010-01-27
046970,우리로,2012-11-27
082850,우리바이오,2005-07-29
215360,우리산업,2015-05-06
072470,우리산업홀딩스,2003-10-28
073560,우리손에프앤지,2016-07-27
037400,우리엔터프라이즈,1999-12-16
153490,우리이앤엘,2013-02-05
101170,우림피티에스,2009-04-28
006980,우성,1988-10-10
066590,우수AMS,2003-02-12
017370,우신시스템,2002-05-28
103840,우양,2019-11-20
046940,우원개발,2002-06-18
215380,우정바이오,2015-05-18
065680,우주일렉트로,2004-01-02
105840,우진,2010-07-26
018620,우진비앤지,2008-05-20
010400,우진아이엔에스,2018-09-14
049800,우진플라임,2006-05-24
016880,웅진,1994-11-05
095720,웅진씽크빅,2007-05-31
396470,워트,2023-10-26
005820,원림,1990-04-20
307280,원바이오젠,2018-12-05
032940,원익,1997-07-18
104830,원익머트리얼즈,2011-12-28
240810,원익IPS,2016-05-02
014190,원익큐브,1996-04-26
074600,원익QnC,2003-12-12
217820,원익피앤이,2015-12-07
030530,원익홀딩스,1996-09-24
012620,원일특강,1994-06-28
382840,원준,2021-10-07
336570,원텍,2019-12-19
376980,원티드랩,2021-08-11
122830,원포유,2020-10-23
008370,원풍,1992-12-18
008290,원풍물산,1997-07-18
101160,월덱스,2008-06-19
064090,웨스트라이즈,2002-12-17
336060,웨이버스,2019-11-28
095270,웨이브일렉트로,2007-09-12
010600,웰바이오텍,1997-07-18
065950,웰크론,2003-07-29
076080,웰크론한텍,2008-07-18
043590,웰킵스하이텍,2001-12-20
196700,웹스,2015-08-24
069080,웹젠,2003-05-23
053580,웹케시,2019-01-25
071460,위니아,2016-07-14
377460,위니아에이드,2022-06-23
044340,위닉스,2000-10-24
330350,위더스제약,2020-07-03
348350,위드텍,2020-10-30
112040,위메이드,2009-12-18
101730,위메이드맥스,2009-06-03
123420,위메이드플레이,2010-11-10
065370,위세아이텍,2020-02-10
140660,위월드,2013-12-26
038620,위즈코프,2000-05-04
299900,위지윅스튜디오,2018-12-20
036090,위지트,1999-12-10
136540,윈스,2011-05-02
320000,윈텍,2019-09-18
097800,윈팩,2013-03-07
192390,윈하이텍,2014-07-25
313760,윌링스,2019-07-25
008600,윌비스,1989-07-28
335870,윙스풋,2019-12-09
900340,윙입푸드,2018-11-30
014830,유니드,2004-12-03
446070,유니드비티플러스,2022-11-28
036200,유니셈,1999-12-10
018000,유니슨,1996-01-10
047400,유니온머티리얼,2009-09-29
000910,유니온,1996-07-03
203450,유니온커뮤니티,2016-12-07
011330,유니켐,1989-12-14
077500,유니퀘스트,2004-08-05
011320,유니크,1993-12-29
086390,유니테스트,2006-12-05
241690,유니테크노,2016-09-20
142210,유니트론텍,2016-02-02
121060,유니포인트,2014-10-24
048430,유라테크,2001-01-11
206650,유바이오로직스,2017-01-24
089850,유비벨록스,2010-06-18
084440,유비온,2022-11-18
032620,유비케어,1997-05-02
264450,유비쿼스,2017-03-31
078070,유비쿼스홀딩스,2009-01-23
002920,유성기업,1988-10-10
024800,유성티엔에스,1999-12-10
000700,유수홀딩스,1956-03-03
054930,유신,2002-01-15
069330,유아이디,2003-08-18
049520,유아이엘,2001-08-02
435380,유안타제10호스팩,2022-10-06
444920,유안타제11호스팩,2023-09-01
446150,유안타제12호스팩,2023-03-17
449020,유안타제13호스팩,2023-02-28
450940,유안타제14호스팩,2023-07-27
430700,유안타제9호스팩,2022-08-04
003475,유안타증권우,1989-03-22
003470,유안타증권,1988-01-21
263770,유에스티,2017-04-06
337840,유엑스엔,2019-11-28
072130,유엔젤,2003-07-01
000225,유유제약1우,1990-01-05
000227,유유제약2우B,2000-06-20
000220,유유제약,1975-11-18
388720,유일로보틱스,2022-03-18
340930,유일에너테크,2021-02-25
023410,유진기업,1994-10-07
388800,유진스팩7호,2021-09-13
413630,유진스팩8호,2022-03-31
442130,유진스팩9호,2022-12-01
056080,유진로봇,2001-11-13
084370,유진테크,2006-01-17
240600,유진테크놀로지,2023-11-02
001200,유진투자증권,1987-08-24
221800,유투바이오,2023-11-02
179900,유티아이,2017-09-27
263050,유틸렉스,2018-12-24
000105,유한양행우,1995-02-21
000100,유한양행,1962-11-01
003465,유화증권우,1990-02-20
003460,유화증권,1987-08-24
191410,육일씨엔에쓰,2015-12-24
372170,윤성에프앤씨,2022-11-14
146060,율촌,2023-09-08
008730,율촌화학,1988-08-30
072770,율호,2007-07-25
008250,이건산업,1988-10-21
039020,이건홀딩스,2000-05-04
025820,이구산업,1995-08-18
067920,이글루,2010-08-04
044960,이글벳,2000-11-16
303530,이노뎁,2021-06-18
296640,이노룰스,2022-10-07
302430,이노메트리,2018-12-12
279060,이노벡스,2019-04-12
214320,이노션,2015-07-17
274400,이노시뮬레이션,2023-07-06
056090,이노시스,2015-11-12
073490,이노와이어리스,2005-02-04
215790,이노인스트루먼트,2015-05-08
344860,이노진,2023-02-20
246960,이노테라피,2019-02-01
088390,이녹스,2006-10-20
272290,이녹스첨단소재,2017-07-10
053350,이니텍,2001-11-15
041520,이라이콤,2003-07-04
264850,이랜시스,2017-06-01
054210,이랜텍,2002-05-09
164060,이루다,2020-08-06
065440,이루온,2003-01-28
088260,이리츠코크렙,2018-06-27
139480,이마트,2011-06-10
115610,이미지스,2010-02-26
078020,이베스트투자증권,2007-02-21
131400,이브이첨단소재,2010-12-27
419700,이브이파킹서비스,2023-07-05
208850,이비테크,2016-06-22
351330,이삭엔지니어링,2021-04-21
080010,이상네트웍스,2005-09-30
379390,이성씨엔아이,2021-06-04
457190,이수스페셜티케미컬,2023-05-31
086890,이수앱지스,2009-02-03
007660,이수페타시스,2003-10-07
005950,이수화학,1988-04-28
015020,이스타코,1988-12-23
047560,이스트소프트,2008-07-01
900110,이스트아시아홀딩스,2010-04-23
067010,이씨에스,2007-12-18
093230,이아이디,2007-11-01
341310,이앤에치,2019-12-27
102710,이엔에프테크놀로지,2009-05-28
074610,이엔플러스,2003-12-23
063760,이엘피,2017-04-06
123570,이엠넷,2011-11-25
278990,EMB,2017-10-31
083470,이엠앤아이,2008-09-18
095190,이엠코리아,2007-10-29
091120,이엠텍,2007-05-02
232530,이엠티,2015-12-30
102460,이연제약,2010-06-10
039030,이오테크닉스,2000-08-24
294090,이오플로우,2020-09-14
245620,EDGC,2018-06-26
088290,이원컴포텍,2009-12-01
084680,이월드,2005-07-26
181340,이즈미디어,2017-07-26
037370,EG,2000-01-11
353810,이지바이오,2020-06-05
350520,이지스레지던스리츠,2020-08-05
334890,이지스밸류리츠,2020-07-16
099750,이지케어텍,2019-03-22
377330,이지트로닉스,2022-02-04
035810,이지홀딩스,1999-11-23
160600,이큐셀,2015-06-26
092130,이크레더블,2008-10-24
096040,이트론,2008-01-25
134060,이퓨쳐,2011-04-27
001840,이화공영,1994-11-23
000760,이화산업,1994-04-29
024810,이화전기,1994-12-29
014990,인디에프,1989-06-20
041830,인바디,2000-12-14
352940,인바이오,2020-12-11
101140,인바이오젠,2008-04-02
216400,인바이츠바이오코아,2015-06-29
079950,인베니아,2005-02-04
389470,인벤티지랩,2022-11-22
277410,인산가,2017-09-29
060150,인선이엔티,2002-06-14
033230,인성정보,1999-07-30
450520,인스웨이브시스템즈,2023-09-25
006490,인스코비,1985-01-17
037330,인지디스플레,1999-12-14
100030,인지소프트,2010-05-25
023800,인지컨트롤스,1997-06-23
034590,인천도시가스,2006-11-07
211050,인카금융서비스,2022-02-16
083640,인콘,2005-12-27
216050,인크로스,2016-10-31
049070,인탑스,2002-02-21
119610,인터로조,2010-07-28
017250,인터엠,1996-01-03
129260,인터지스,2011-12-16
051370,인터플렉스,2003-01-22
064290,인텍플러스,2011-01-05
189300,인텔리안테크,2016-10-18
150840,인트로메딕,2013-12-19
048530,인트론바이오,2011-01-26
023810,인팩,2004-09-21
175140,인포마크,2015-09-23
115310,인포바인,2010-02-09
039290,인포뱅크,2006-07-04
071200,인피니트헬스케어,2010-05-26
101930,인화정공,2010-10-22
249420,일동제약,2016-08-31
000230,일동홀딩스,1975-06-28
013360,일성건설,1989-12-02
003120,일성신약,1985-01-14
333430,일승,2019-11-06
068330,일신바이오,2007-12-26
003200,일신방직,1973-05-23
007110,일신석재,1986-03-04
007575,일양약품우,1989-12-21
007570,일양약품,1974-08-28
178780,일월지엠엘,2015-06-30
008500,일정실업,1994-08-12
019540,일지테크,1992-11-03
081000,일진다이아,2004-12-22
020760,일진디스플,2002-01-09
103590,일진전기,2008-08-01
094820,일진파워,2007-11-06
271940,일진하이솔루스,2021-09-01
015860,일진홀딩스,1990-03-22
226320,잇츠한불,2015-12-28
950140,잉글우드랩,2016-10-14
049550,잉크테크,2002-02-28
389020,자람테크놀로지,2023-03-07
254120,자비스,2016-12-02
043910,자연과환경,2005-11-18
234920,자이글,2016-09-06
289220,자이언트스텝,2021-03-24
317400,자이에스앤디,2019-11-06
033240,자화전자,1999-01-06
174880,장원테크,2016-07-15
049630,재영솔루텍,2003-01-24
417840,저스템,2022-10-28
000950,전방,1968-10-21
110020,전진바이오팜,2018-12-14
208140,정다운,2014-12-17
040420,정상제이엘에스,2000-08-01
045510,정원엔시스,2000-09-07
217190,제너셈,2015-09-25
095700,제넥신,2009-09-15
072520,제넨바이오,2004-10-29
122310,제노레이,2018-05-28
361390,제노코,2021-03-24
066830,제노텍,2016-07-18
225220,제놀루션,2020-07-24
123330,제닉,2011-08-03
159580,제로투세븐,2013-02-19
147830,제룡산업,2012-02-13
033100,제룡전기,1997-08-18
079370,제우스,2006-02-01
067290,JW신약,2003-02-11
054950,제이브이엠,2006-06-07
023440,제이스코홀딩스,1994-10-07
090470,제이스텍,2007-01-10
287410,제이시스메디칼,2018-05-08
137950,제이씨케미칼,2011-08-08
033320,제이씨현시스템,1997-11-10
417500,제이아이테크,2022-11-04
348950,제이알글로벌리츠,2020-08-07
204270,제이앤티씨,2020-03-04
194370,제이에스코퍼레이션,2016-02-04
026040,제이에스티나,1999-12-21
452160,제이엔비,2023-11-24
126880,제이엔케이히터,2011-01-31
322510,제이엘케이,2019-12-11
254160,제이엠멀티,2021-12-13
033050,제이엠아이,1997-08-18
094970,제이엠티,2007-10-12
418550,제이오,2023-02-16
035900,JYP Ent.,2001-08-30
025620,제이준코스메틱,1995-07-08
089790,제이티,2006-10-27
950170,JTC,2018-04-06
030000,제일기획,1998-03-03
052670,제일바이오,2002-01-24
271980,제일약품,2017-07-17
001560,제일연마,2005-12-09
199820,제일전기공업,2020-11-26
038010,제일테크노스,2000-01-11
002620,제일파마홀딩스,1988-01-20
276730,제주맥주,2021-05-26
080220,제주반도체,2005-02-01
006220,제주은행,1972-12-28
089590,제주항공,2015-11-06
216080,제테마,2019-11-14
229000,젠큐릭스,2020-06-25
248020,젬,2021-10-22
082270,젬백스,2005-06-24
064800,젬백스링크,2002-08-22
044060,조광ILI,2001-01-18
004910,조광페인트,1976-12-27
004700,조광피혁,1977-05-27
001550,조비,1976-12-28
462520,조선내화,2023-07-28
120030,조선선재,2010-02-19
034940,조아제약,1999-08-13
067000,조이시티,2008-05-30
018470,조일알미늄,1988-11-22
002600,조흥,1976-12-23
063160,종근당바이오,2001-12-11
185750,종근당,2013-12-06
001630,종근당홀딩스,1976-06-30
033340,좋은사람들,1997-11-03
036930,주성엔지니어링,1999-12-24
185190,수프로,2013-10-29
357580,아모센스,2021-06-25
226400,오스테오닉,2018-02-22
440320,오픈놀,2023-06-30
070960,용평리조트,2016-05-27
187420,제노포커스,2015-05-29
189350,코셋,2013-12-24
348080,큐라티스,2023-06-15
023450,동남합성,1996-12-24
002380,KCC,1973-06-25
044380,주연테크,2006-11-15
239340,줌인터넷,2016-06-09
024110,기업은행,2003-12-24
072020,중앙백신,2003-10-31
000440,중앙에너비스,1993-03-24
051980,중앙첨단소재,2001-07-31
228760,지노믹트리,2019-03-27
314130,지놈앤컴퍼니,2020-12-23
013890,지누스,2019-10-30
389030,지니너스,2021-11-08
043610,지니뮤직,2000-07-20
263860,지니언스,2017-08-02
303030,지니틱스,2018-08-30
036180,지더블유바이텍,1999-12-21
208350,지란지교시큐리티,2014-12-24
289860,지슨,2023-01-26
144510,지씨셀,2016-06-23
358570,지아이이노베이션,2023-03-30
382480,지아이텍,2021-10-21
382800,지앤비에스 에코,2021-10-29
299480,지앤이헬스케어,2018-06-29
051160,지어소프트,2002-05-28
001250,GS글로벌,1976-06-26
007070,GS리테일,2011-12-23
053050,지에스이,2001-10-11
130500,GH신소재,2013-08-02
388610,지에프씨생명과학,2022-12-23
119850,지엔씨에너지,2013-10-02
065060,지엔코,2002-05-28
204840,지엘팜텍,2014-11-20
013870,지엠비코리아,2012-11-20
071320,지역난방공사,2010-01-29
270520,지오릿에너지,2017-08-22
311320,지오엘리먼트,2021-11-11
388050,지투파워,2022-04-01
219750,지티지웰니스,2018-09-21
088790,진도,2006-03-28
018120,진로발효,1993-12-29
109820,진매트릭스,2009-11-06
086060,진바이오텍,2006-04-28
036890,진성티이씨,2000-07-20
363250,진시스템,2021-05-26
003780,진양산업,1973-06-26
007370,진양제약,2000-07-27
010640,진양폴리,1989-09-30
100250,진양홀딩스,2008-02-15
051630,진양화학,2001-01-29
272450,진에어,2017-12-08
285800,진영,2023-06-01
011000,진원생명과학,1987-11-16
250030,진코스텍,2019-11-29
002785,진흥기업우B,2003-06-16
002787,진흥기업2우B,2006-12-05
002780,진흥기업,1977-06-25
233990,질경이,2015-12-29
085660,차바이오텍,2005-12-27
261780,차백신연구소,2021-10-22
900250,크리스탈신소재,2016-01-28
009310,참엔지니어링,1987-11-12
094850,참좋은여행,2007-04-30
004650,창해에탄올,2014-07-30
278280,천보,2019-02-11
000650,천일고속,1977-06-23
362320,청담글로벌,2022-06-03
012600,청호ICT,1990-07-10
066360,체리부로,2017-12-04
033250,체시스,1999-08-11
047820,초록뱀미디어,2002-12-24
094360,칩스앤미디어,2015-08-05
016790,카나리아바이오,2018-06-01
016920,카스,1990-01-04
284620,카이노스메드,2018-06-08
446600,카이바이오텍,2022-12-23
293490,카카오게임즈,2020-09-10
323410,카카오뱅크,2021-08-06
035720,카카오,2017-07-10
377300,카카오페이,2021-11-03
042000,카페24,2018-02-08
006380,카프로,1974-05-28
317530,캐리소프트,2019-10-29
071850,캐스텍코리아,2014-05-27
050110,캠시스,2001-05-17
452300,캡스톤파트너스,2023-11-15
119860,커넥트웨이브,2011-01-24
223310,커머스마이너,2015-12-24
109070,컨버즈,2009-03-17
451760,컨텍,2023-11-09
900310,컬러레이,2017-08-10
078340,컴투스,2007-07-06
063080,컴투스홀딩스,2009-07-30
307930,컴퍼니케이,2019-05-23
079190,케스피온,2005-11-29
263700,케어랩스,2018-03-28
214370,케어젠,2015-11-17
221980,케이디켐,2015-11-19
900280,골든센츄리,2016-10-19
038530,케이바이오,2000-06-09
001620,케이비아이동국실업,1990-09-15
024840,KBI메탈,1994-12-29
424140,케이비제21호스팩,2022-06-23
436530,케이비제22호스팩,2022-09-22
455250,KB제25호스팩,2023-06-23
458320,KB제26호스팩,2023-08-10
464680,KB제27호스팩,2023-11-03
318000,KBG,2019-08-01
192250,케이사인,2014-04-28
009440,KC그린홀딩스,1994-11-05
029460,케이씨,1997-11-25
112190,KC산업,2016-05-31
021320,KCC건설,2001-08-21
344820,KCC글라스,2020-01-21
036670,KCI,2001-01-03
115500,케이씨에스,2010-04-14
119650,KC코트렐,2010-01-29
281820,케이씨텍,2017-12-05
089150,케이씨티,2006-12-13
025880,케이씨피드,1995-07-07
015590,KIB플러그에너지,1989-05-27
093320,케이아이엔엑스,2011-02-08
093640,케이알엠,2007-10-19
044450,KSS해운,2007-10-26
073010,케이에스피,2004-12-17
226360,KH 건설,2015-10-22
060720,KH바텍,2002-05-21
111870,KH 전자,2010-11-05
122450,KX,2011-05-25
052900,KX하이텍,2005-01-18
105330,케이엔더블유,2009-09-29
053080,케이엔솔,2020-09-24
432470,케이엔에스,2023-12-06
058400,KNN,2010-11-03
272110,케이엔제이,2019-10-25
039420,케이엘넷,2002-03-12
083550,케이엠,2005-12-20
032500,케이엠더블유,2000-03-21
225430,케이엠제약,2015-10-08
102370,케이옥션,2022-01-24
092220,KEC,2006-10-16
046440,KG모빌리언스,2004-12-14
035600,KG이니시스,2002-11-22
151860,KG ETS,2013-07-24
381970,케이카,2021-10-13
145270,케이탑리츠,2012-01-31
030200,KT,1998-12-23
053210,스카이라이프,2011-06-03
058850,KTcs,2010-09-16
058860,KTis,2010-12-17
036030,케이티알파,1999-12-24
033780,KT&G,1999-10-08
064820,케이프,2007-05-29
256940,케이피에스,2017-09-06
024880,케이피에프,1994-12-29
042040,케이피엠테크,2003-01-07
054410,케이피티유,2002-04-25
258610,케일럼,2017-08-22
274090,켄코아에어로스페이스,2020-03-03
402420,켈스,2021-11-30
089010,켐트로닉스,2007-01-17
220260,켐트로스,2015-07-27
176590,코나솔,2022-06-15
052400,코나아이,2001-10-18
402030,코난테크놀로지,2022-07-07
391710,코닉오토메이션,2021-10-15
046070,코다코,2000-12-26
047770,코데즈컴바인,2001-09-18
080530,코디,2010-01-05
417310,코람코더원리츠,2022-03-28
357120,코람코라이프인프라리츠,2020-08-31
